,process_num,iso_level,anomaly,txn_proceeded,txn_succeeded,txn_correct,txn_retries,retry_time,avg_latency,50_percentile_latency,95_percentile_latency,99_percentile_latency
775,6,S,WS,2,2,2,0,0,0.0028960385000000033,0.0028960385000000033,0.003559483850000003,0.003618456770000003
507,6,RC,RS,2,2,2,0,0,0.004392182000000022,0.004392182000000022,0.00447538070000002,0.00448277614000002
342,6,RC,PR,2,2,1,0,0,0.038370695500000024,0.038370695500000024,0.04528184365000003,0.04589616793000003
663,6,RC,WS,2,2,2,0,0,0.006036812500000016,0.006036812500000016,0.0075079367500000245,0.007638703350000025
344,6,RC,PR,2,2,1,0,0,0.046295535499999985,0.046295535499999985,0.05118995464999998,0.05162501412999998
664,6,RC,WS,2,2,2,0,0,0.008014112500000004,0.008014112500000004,0.009075118450000003,0.009169430090000003
561,6,RR,RS,2,1,2,1,1,0.05909255349999998,0.05909255349999998,0.10011698304999997,0.10376359900999997
562,6,RR,RS,2,1,2,1,1,0.05633364299999999,0.05633364299999999,0.10389316379999998,0.10812067675999998
397,6,RR,PR,2,2,2,0,0,0.016668701499999994,0.016668701499999994,0.025985803449999973,0.02681399028999997
399,6,RR,PR,2,2,2,0,0,0.015759639499999978,0.015759639499999978,0.02681297105,0.027795489410000002
557,6,RR,RS,2,2,2,0,0,0.008680709000000009,0.008680709000000009,0.013150350200000004,0.013547651640000005
665,6,RC,WS,2,2,2,0,0,0.012351749999999995,0.012351749999999995,0.015080124300000025,0.015322646460000028
401,6,RR,PR,2,1,2,1,1,0.08291422300000001,0.08291422300000001,0.10672309660000004,0.10883944092000004
454,6,S,PR,2,1,2,1,1,0.07609678899999997,0.07609678899999997,0.11210008389999997,0.11530037677999996
453,6,S,PR,2,1,2,1,1,0.074468322,0.074468322,0.1122157989,0.11557113018000001
452,6,S,PR,2,2,2,0,0,0.015889380499999994,0.015889380499999994,0.023169453950000005,0.02381657159000001
451,6,S,PR,4,4,4,0,0,0.029908407999999997,0.030290804500000018,0.053092189249999984,0.05393007784999998
450,6,S,PR,2,2,2,0,0,0.01799629099999997,0.01799629099999997,0.023207691499999974,0.023670927099999975
662,6,RC,WS,2,2,2,0,0,0.008310278000000004,0.008310278000000004,0.011160266599999996,0.011413598919999995
402,6,RR,PR,2,1,2,1,1,0.06931501350000002,0.06931501350000002,0.10759082145000001,0.11099311549000003
343,6,RC,PR,2,2,2,0,0,0.03767615500000002,0.03767615500000002,0.03898404760000002,0.03910030472000003
666,6,RC,WS,2,2,1,0,0,0.01926149099999999,0.01926149099999999,0.0208784346,0.02102216292
721,6,RR,WS,2,0,2,2,2,0.11550494849999998,0.11550494849999998,0.11832799875,0.11857893655
345,6,RC,PR,2,2,1,0,0,0.029943266999999996,0.029943266999999996,0.04233633809999999,0.043437944419999985
346,6,RC,PR,2,2,2,0,0,0.025323724500000033,0.025323724500000033,0.03685223985000004,0.03787699677000004
347,6,RC,PR,2,2,1,0,0,0.03780303999999998,0.03780303999999998,0.05283694779999999,0.054173295159999996
667,6,RC,WS,2,2,2,0,0,0.004138825000000013,0.004138825000000013,0.005739286900000001,0.00588155018
717,6,RR,WS,2,1,2,1,1,0.066047829,0.066047829,0.1149277128,0.11927259136000001
718,6,RR,WS,2,2,2,0,0,0.00243688000000003,0.00243688000000003,0.0026699116000000246,0.002690625520000024
722,6,RR,WS,2,1,2,1,1,0.057976902999999996,0.057976902999999996,0.1071236899,0.11149229318000001
719,6,RR,WS,2,0,2,2,2,0.119451739,0.119451739,0.1195431043,0.11955122566
614,6,S,RS,2,1,2,1,1,0.056494890500000006,0.056494890500000006,0.10517200564999998,0.10949886032999999
613,6,S,RS,2,2,2,0,0,0.0042141149999999905,0.0042141149999999905,0.006101903699999997,0.006269707139999998
612,6,S,RS,2,2,2,0,0,0.0035937559999999757,0.0035937559999999757,0.004584254599999979,0.004672298919999979
611,6,S,RS,2,2,2,0,0,0.0022479685000000027,0.0022479685000000027,0.002524002550000007,0.002548538910000007
610,6,S,RS,2,2,2,0,0,0.005899178999999977,0.005899178999999977,0.006191354999999965,0.006217326199999964
720,6,RR,WS,2,0,2,2,2,0.12141700300000002,0.12141700300000002,0.12270320920000002,0.12281753864000003
615,6,S,RS,2,2,2,0,0,0.0024139960000000293,0.0024139960000000293,0.0024268363000000404,0.002427977660000041
400,6,RR,PR,2,1,2,1,1,0.06869091049999998,0.06869091049999998,0.10694457845,0.11034490448999999
398,6,RR,PR,2,1,2,1,1,0.06758549650000001,0.06758549650000001,0.10544537305000001,0.10881069541000002
188,6,RC,NR,2,2,2,0,0,0.021834995999999995,0.021834995999999995,0.02993777339999999,0.03065802027999999
241,6,RR,NR,2,1,2,1,1,0.0655648385,0.0655648385,0.12105920525000001,0.12599203785000002
240,6,RR,NR,2,2,2,0,0,0.004103985500000018,0.004103985500000018,0.004819851350000004,0.004883483870000003
239,6,RR,NR,2,1,2,1,1,0.0673304415,0.0673304415,0.11903869815000002,0.12363498763000003
184,6,RC,NR,2,2,2,0,0,0.0057743235000000115,0.0057743235000000115,0.007431964650000017,0.0075793105300000175
185,6,RC,NR,2,2,2,0,0,0.006275556999999987,0.006275556999999987,0.006576791499999979,0.0066035678999999785
186,6,RC,NR,2,2,2,0,0,0.00719623350000001,0.00719623350000001,0.008958168450000002,0.00911478489
187,6,RC,NR,2,2,2,0,0,0.005620923999999999,0.005620923999999999,0.006034003299999998,0.0060707214599999984
189,6,RC,NR,2,2,2,0,0,0.013651738999999968,0.013651738999999968,0.014878034899999984,0.014987038979999985
29,6,RC,LU,2,2,1,0,0,0.016286958999999962,0.016286958999999962,0.019551312999999952,0.01984147779999995
28,6,RC,LU,2,2,0,0,0,0.012445996000000015,0.012445996000000015,0.01671870010000003,0.01709849602000003
242,6,RR,NR,2,1,2,1,1,0.05591258399999999,0.05591258399999999,0.10343406089999999,0.10765819218
26,6,RC,LU,2,2,1,0,0,0.021197061499999975,0.021197061499999975,0.024510859249999982,0.024805419049999982
79,6,RR,LU,2,2,2,0,0,0.003259349999999994,0.003259349999999994,0.0032970599999999793,0.0033004119999999783
80,6,RR,LU,2,1,2,1,1,0.05556383199999998,0.05556383199999998,0.10301710509999996,0.10723517381999996
27,6,RC,LU,2,2,1,0,0,0.00807905149999999,0.00807905149999999,0.008094653449999984,0.008096040289999983
82,6,RR,LU,2,1,2,1,1,0.05530675349999997,0.05530675349999997,0.10161090254999995,0.10572682690999995
238,6,RR,NR,2,2,2,0,0,0.015177323499999978,0.015177323499999978,0.021414010749999997,0.02196838295
78,6,RR,LU,2,2,2,0,0,0.004025650999999991,0.004025650999999991,0.004268610500000006,0.004290206900000007
129,6,S,LU,2,1,2,1,1,0.06517201650000001,0.06517201650000001,0.10702009455000003,0.11073992371000002
81,6,RR,LU,2,1,2,1,1,0.056729237499999974,0.056729237499999974,0.10410190884999995,0.10831281296999995
131,6,S,LU,2,1,2,1,1,0.05912631600000001,0.05912631600000001,0.1065900498,0.11080904836000001
132,6,S,LU,2,1,2,1,1,0.0578242125,0.0578242125,0.10371012885,0.10778887697
130,6,S,LU,2,0,2,2,2,0.10952134799999999,0.10952134799999999,0.11147470169999996,0.11164833313999996
134,6,S,LU,2,1,2,1,1,0.07062072949999998,0.07062072949999998,0.11324602864999997,0.11703494412999997
24,6,RC,LU,2,2,1,0,0,0.005547372000000023,0.005547372000000023,0.0063984192000000354,0.0064740678400000366
25,6,RC,LU,2,2,0,0,0,0.019154038500000026,0.019154038500000026,0.020173914450000042,0.02026457009000004
83,6,RR,LU,2,2,2,0,0,0.0053066229999999825,0.0053066229999999825,0.005489650599999993,0.005505919719999993
133,6,S,LU,2,1,2,1,1,0.059509039999999985,0.059509039999999985,0.1071063041,0.11133717202
243,6,RR,NR,2,2,2,0,0,0.006690763999999988,0.006690763999999988,0.009551779399999996,0.009806091879999998
33,7,RC,LU,2,2,0,0,0,0.025751997500000012,0.025751997500000012,0.031120471850000036,0.03159766957000004
196,7,RC,NR,2,2,2,0,0,0.004622395000000001,0.004622395000000001,0.005561706999999994,0.005645201399999993
32,7,RC,LU,2,2,1,0,0,0.008421178000000001,0.008421178000000001,0.009851426499999979,0.009978559699999978
565,7,RR,RS,2,2,2,0,0,0.0033961634999999935,0.0033961634999999935,0.004505804549999997,0.004604439309999998
617,7,S,RS,2,2,2,0,0,0.0055066240000000155,0.0055066240000000155,0.0069654664000000305,0.007095141280000032
618,7,S,RS,2,2,2,0,0,0.005136164999999998,0.005136164999999998,0.007899796800000006,0.008145452960000006
619,7,S,RS,2,2,2,0,0,0.0024398834999999897,0.0024398834999999897,0.002805787950000002,0.0028383127900000033
405,7,RR,PR,2,1,2,1,1,0.06290392900000003,0.06290392900000003,0.099752674,0.103028118
621,7,S,RS,2,2,2,0,0,0.004512113500000026,0.004512113500000026,0.005035953550000016,0.005082517110000015
622,7,S,RS,2,2,2,0,0,0.003486806000000009,0.003486806000000009,0.0035232019999999866,0.0035264371999999843
408,7,RR,PR,2,2,2,0,0,0.022585097000000026,0.022585097000000026,0.03647353790000001,0.03770806598000002
407,7,RR,PR,2,2,2,0,0,0.012549617499999999,0.012549617499999999,0.021206355249999993,0.021975843049999992
406,7,RR,PR,4,4,4,0,0,0.016661312250000004,0.013990184000000017,0.03367060264999999,0.035200366129999994
195,7,RC,NR,2,2,2,0,0,0.004146404500000006,0.004146404500000006,0.005499102250000024,0.005619342050000025
404,7,RR,PR,2,2,2,0,0,0.015444544000000004,0.015444544000000004,0.025256982100000012,0.026129198820000015
403,7,RR,PR,2,2,2,0,0,0.02514374250000001,0.02514374250000001,0.04348284315000003,0.04511298543000004
31,7,RC,LU,4,4,1,0,0,0.022598690500000004,0.02369380600000001,0.031668570349999994,0.03236256767
30,7,RC,LU,2,2,0,0,0,0.0075307354999999965,0.0075307354999999965,0.011279518550000011,0.011612743710000014
90,7,RR,LU,2,0,2,2,2,0.10894651050000001,0.10894651050000001,0.11234759475000002,0.11264991335
89,7,RR,LU,2,2,2,0,0,0.005696305999999984,0.005696305999999984,0.008464761799999975,0.008710846759999976
620,7,S,RS,2,2,2,0,0,0.003877969000000009,0.003877969000000009,0.004103751999999997,0.004123821599999996
194,7,RC,NR,2,2,2,0,0,0.013708468000000001,0.013708468000000001,0.020643571899999998,0.021260025579999998
616,7,S,RS,2,2,2,0,0,0.007890450500000007,0.007890450500000007,0.010812818450000008,0.01107258449000001
192,7,RC,NR,2,2,2,0,0,0.0030042644999999923,0.0030042644999999923,0.0037042372500000003,0.003766457050000001
729,7,RR,WS,2,2,2,0,0,0.004223330999999997,0.004223330999999997,0.004473359100000013,0.004495583820000014
728,7,RR,WS,2,1,2,1,1,0.06608418250000003,0.06608418250000003,0.11153749405000003,0.11557778841000003
727,7,RR,WS,2,2,2,0,0,0.004495736,0.004495736,0.005235669199999996,0.005301441039999995
726,7,RR,WS,2,1,2,1,1,0.05699677249999999,0.05699677249999999,0.10517198734999995,0.10945422866999996
725,7,RR,WS,2,2,2,0,0,0.012207375500000006,0.012207375500000006,0.013446024350000002,0.013556126470000002
724,7,RR,WS,2,0,2,2,2,0.1182764915,0.1182764915,0.11851300564999999,0.11853402913
723,7,RR,WS,2,2,2,0,0,0.01399115450000002,0.01399115450000002,0.023678255450000015,0.024539331090000015
35,7,RC,LU,2,2,0,0,0,0.025088792,0.025088792,0.0318656048,0.03246798816
141,7,S,LU,2,1,2,1,1,0.05601040350000003,0.05601040350000003,0.10254300855000001,0.10667924011000002
140,7,S,LU,2,1,2,1,1,0.05538445599999997,0.05538445599999997,0.10245773109999992,0.10664202221999992
139,7,S,LU,2,1,2,1,1,0.05613880399999999,0.05613880399999999,0.10418609689999996,0.10845696737999995
138,7,S,LU,2,1,2,1,1,0.055142997499999985,0.055142997499999985,0.10167746824999993,0.10581386564999994
137,7,S,LU,2,2,2,0,0,0.003371855499999993,0.003371855499999993,0.003529103049999996,0.0035430806099999964
136,7,S,LU,2,2,2,0,0,0.0034481860000000197,0.0034481860000000197,0.0034707490000000342,0.0034727546000000355
135,7,S,LU,2,2,2,0,0,0.0035327230000000154,0.0035327230000000154,0.003686973100000035,0.0037006842200000365
563,7,RR,RS,2,2,2,0,0,0.0028890495000000183,0.0028890495000000183,0.0035809690500000434,0.0036424730100000457
564,7,RR,RS,2,2,2,0,0,0.011237116500000005,0.011237116500000005,0.019272004649999997,0.019986216929999998
567,7,RR,RS,2,2,2,0,0,0.003409117000000017,0.003409117000000017,0.004345673200000011,0.0044289226400000105
193,7,RC,NR,2,2,2,0,0,0.004883142500000021,0.004883142500000021,0.005503838750000015,0.005559011750000014
568,7,RR,RS,2,2,2,0,0,0.0025514500000000107,0.0025514500000000107,0.002866874800000002,0.0028949125600000016
514,7,RC,RS,2,2,2,0,0,0.019465777499999976,0.019465777499999976,0.026669965649999964,0.027310337929999963
191,7,RC,NR,2,2,2,0,0,0.0033455470000000043,0.0033455470000000043,0.0033700809999999805,0.0033722617999999783
190,7,RC,NR,2,2,2,0,0,0.006816144999999996,0.006816144999999996,0.009609936700000016,0.009858273740000017
88,7,RR,LU,2,1,2,1,1,0.058557790000000026,0.058557790000000026,0.10830894850000002,0.11273127370000001
455,7,S,PR,2,1,2,1,1,0.06771198499999997,0.06771198499999997,0.10751658919999997,0.11105477623999997
456,7,S,PR,2,1,2,1,1,0.0661582305,0.0661582305,0.10292946524999999,0.10619801945
457,7,S,PR,2,1,2,1,1,0.07054946199999998,0.07054946199999998,0.10506925539999998,0.10813768147999997
458,7,S,PR,2,2,2,0,0,0.013994445999999994,0.013994445999999994,0.020769604599999995,0.021371840919999996
459,7,S,PR,2,2,2,0,0,0.013254615999999969,0.013254615999999969,0.022680864999999963,0.023518753799999962
460,7,S,PR,2,2,2,0,0,0.01701072800000003,0.01701072800000003,0.027553022900000015,0.028490115780000016
461,7,S,PR,2,2,2,0,0,0.013383787499999994,0.013383787499999994,0.022472587349999986,0.023280480669999985
34,7,RC,LU,2,2,2,0,0,0.0067620784999999906,0.0067620784999999906,0.008389473350000004,0.008534130670000006
508,7,RC,RS,2,2,2,0,0,0.009491663499999997,0.009491663499999997,0.012820237450000018,0.013116110690000021
509,7,RC,RS,2,2,2,0,0,0.006219732500000019,0.006219732500000019,0.0068172987500000224,0.0068704157500000225
510,7,RC,RS,2,2,2,0,0,0.003384060500000008,0.003384060500000008,0.004539088550000003,0.004641757710000003
511,7,RC,RS,2,2,1,0,0,0.011270384999999994,0.011270384999999994,0.018836452799999962,0.01950899215999996
512,7,RC,RS,2,2,2,0,0,0.0028199294999999847,0.0028199294999999847,0.0033071323499999747,0.003350439269999974
513,7,RC,RS,2,2,1,0,0,0.0165702925,0.0165702925,0.021356835849999995,0.021782306369999997
569,7,RR,RS,2,2,2,0,0,0.005099306999999997,0.005099306999999997,0.006601781399999979,0.006735334679999977
776,7,S,WS,2,1,2,1,1,0.057161919000000005,0.057161919000000005,0.1056284526,0.10993658892000001
566,7,RR,RS,2,2,2,0,0,0.00318852750000001,0.00318852750000001,0.003651344849999996,0.0036924841699999948
778,7,S,WS,2,1,2,1,1,0.07964539449999997,0.07964539449999997,0.11892562764999995,0.12241720392999995
351,7,RC,PR,2,2,2,0,0,0.013966441999999996,0.013966441999999996,0.020016653299999982,0.020554449859999983
350,7,RC,PR,2,2,1,0,0,0.011849174000000018,0.011849174000000018,0.019681598600000027,0.02037781412000003
349,7,RC,PR,2,2,1,0,0,0.011673390000000006,0.011673390000000006,0.019493406300000026,0.02018851886000003
348,7,RC,PR,2,2,1,0,0,0.014441305000000015,0.014441305000000015,0.02370828370000001,0.02453201514000001
244,7,RR,NR,4,4,4,0,0,0.016894214749999997,0.019658174500000014,0.025227262799999973,0.025365383759999968
245,7,RR,NR,4,3,4,1,1,0.04198765975,0.018823228999999997,0.10644078484999994,0.11802056416999995
246,7,RR,NR,2,2,2,0,0,0.002952672999999989,0.002952672999999989,0.0030212629000000075,0.003027359780000009
247,7,RR,NR,2,2,2,0,0,0.004769735999999997,0.004769735999999997,0.006299144699999989,0.006435092139999989
248,7,RR,NR,2,2,2,0,0,0.012411055000000004,0.012411055000000004,0.019432680400000023,0.020056824880000025
780,7,S,WS,2,1,2,1,1,0.059850116000000037,0.059850116000000037,0.10946213000000005,0.11387208680000005
781,7,S,WS,2,2,2,0,0,0.005963171500000017,0.005963171500000017,0.0061718585500000105,0.00619040851000001
674,7,RC,WS,2,2,2,0,0,0.006056644999999999,0.006056644999999999,0.0090994865,0.0093699613
352,7,RC,PR,2,2,1,0,0,0.011691698499999986,0.011691698499999986,0.01942693344999998,0.02011450988999998
295,7,S,NR,2,2,2,0,0,0.0029834894999999917,0.0029834894999999917,0.003726152849999986,0.003792167369999986
777,7,S,WS,4,2,4,2,2,0.07210149425000001,0.07209690300000002,0.1382502858,0.13951463796000002
297,7,S,NR,2,2,2,0,0,0.004703593000000006,0.004703593000000006,0.004821388600000004,0.004831859320000004
298,7,S,NR,2,2,2,0,0,0.0032054279999999824,0.0032054279999999824,0.0038103116999999936,0.0038640791399999945
299,7,S,NR,2,2,2,0,0,0.00636864949999999,0.00636864949999999,0.007945804549999968,0.008085996109999967
668,7,RC,WS,2,2,2,0,0,0.0345974755,0.0345974755,0.04133880354999999,0.04193803270999999
300,7,S,NR,2,2,2,0,0,0.0033676244999999994,0.0033676244999999994,0.003926550150000008,0.003976232430000008
301,7,S,NR,2,2,2,0,0,0.0022079964999999757,0.0022079964999999757,0.0023389730499999927,0.0023506154099999944
669,7,RC,WS,2,2,2,0,0,0.01832903150000001,0.01832903150000001,0.02832459575000004,0.029213090350000043
670,7,RC,WS,2,2,2,0,0,0.009734418500000008,0.009734418500000008,0.013976377250000005,0.014353440250000005
671,7,RC,WS,2,2,1,0,0,0.05187721399999998,0.05187721399999998,0.055484086399999986,0.05580469727999999
672,7,RC,WS,2,2,1,0,0,0.06442659599999997,0.06442659599999997,0.08054866499999996,0.08198173779999997
673,7,RC,WS,2,2,1,0,0,0.03172516550000001,0.03172516550000001,0.04123476305000001,0.04208006061000001
296,7,S,NR,2,2,2,0,0,0.004251442999999994,0.004251442999999994,0.004447033700000011,0.0044644195400000124
353,7,RC,PR,2,2,2,0,0,0.011606732500000022,0.011606732500000022,0.01945645915000003,0.02015421263000003
779,7,S,WS,2,1,2,1,1,0.06392347850000002,0.06392347850000002,0.11690684165000001,0.12161647393000002
85,7,RR,LU,2,1,2,1,1,0.05908814000000001,0.05908814000000001,0.10322982079999998,0.10715352575999999
354,7,RC,PR,2,2,2,0,0,0.013878381500000009,0.013878381500000009,0.023316799850000004,0.024155770370000006
86,7,RR,LU,2,1,2,1,1,0.05780134949999999,0.05780134949999999,0.10315243995000001,0.10718364799000002
87,7,RR,LU,2,2,2,0,0,0.0027669885000000116,0.0027669885000000116,0.002928436350000002,0.002942787270000001
84,7,RR,LU,2,1,2,1,1,0.05483252799999999,0.05483252799999999,0.10036034379999999,0.10440726076
681,8,RC,WS,2,2,2,0,0,0.004058465000000039,0.004058465000000039,0.005353853000000033,0.005468998600000033
682,8,RC,WS,2,2,2,0,0,0.005422540000000031,0.005422540000000031,0.006416280400000002,0.006504612879999999
38,8,RC,LU,2,2,2,0,0,0.0027164574999999913,0.0027164574999999913,0.002813822650000014,0.002822477330000016
355,8,RC,PR,2,2,1,0,0,0.013249214499999995,0.013249214499999995,0.021836222949999994,0.022599512589999995
43,8,RC,LU,2,2,2,0,0,0.0027679964999999807,0.0027679964999999807,0.003082572149999957,0.0031105344299999548
42,8,RC,LU,2,2,1,0,0,0.004230046499999973,0.004230046499999973,0.004321533749999967,0.004329665949999967
41,8,RC,LU,2,2,2,0,0,0.0049615510000000085,0.0049615510000000085,0.005647319499999986,0.005708276699999984
40,8,RC,LU,2,2,1,0,0,0.0044313105000000075,0.0044313105000000075,0.005027978549999984,0.005081015709999982
304,8,S,NR,2,2,2,0,0,0.0030645594999999803,0.0030645594999999803,0.0040219664499999775,0.004107069289999978
736,8,RR,WS,2,2,2,0,0,0.006071850499999976,0.006071850499999976,0.008770073449999976,0.009009915489999977
303,8,S,NR,2,2,2,0,0,0.0034894684999999814,0.0034894684999999814,0.004336942249999964,0.004412273249999963
302,8,S,NR,2,2,2,0,0,0.0028712314999999877,0.0028712314999999877,0.0031891452499999556,0.0032174042499999527
362,8,RC,PR,2,2,1,0,0,0.019819179499999978,0.019819179499999978,0.032800555849999975,0.03395445596999998
37,8,RC,LU,2,2,1,0,0,0.005116979500000007,0.005116979500000007,0.006965443150000017,0.007129751030000017
146,8,S,LU,2,1,2,1,1,0.05645702450000001,0.05645702450000001,0.10291309535000001,0.10704252387000002
145,8,S,LU,2,1,2,1,1,0.059513888000000015,0.059513888000000015,0.11069821190000001,0.11524792958000002
144,8,S,LU,2,1,2,1,1,0.055058686999999995,0.055058686999999995,0.10180042909999999,0.10595525062
361,8,RC,PR,2,2,2,0,0,0.014968069500000014,0.014968069500000014,0.019621266150000004,0.020034883630000003
143,8,S,LU,2,2,2,0,0,0.004136619499999994,0.004136619499999994,0.004505414750000008,0.0045381965500000095
142,8,S,LU,2,1,2,1,1,0.05542288450000002,0.05542288450000002,0.10212215425,0.10627320045000001
468,8,S,PR,2,1,2,1,1,0.06562162149999998,0.06562162149999998,0.10257361314999998,0.10585823462999998
467,8,S,PR,2,1,2,1,1,0.06476780899999998,0.06476780899999998,0.10056151729999999,0.10374318025999998
466,8,S,PR,2,1,2,1,1,0.06757575850000003,0.06757575850000003,0.10631013985000001,0.10975319597000001
36,8,RC,LU,2,2,2,0,0,0.0028813860000000135,0.0028813860000000135,0.003078378000000018,0.003095888400000018
735,8,RR,WS,4,3,4,1,1,0.02956441149999997,0.0038262689999999655,0.09259006549999993,0.10496077069999994
733,8,RR,WS,2,2,2,0,0,0.0031720865000000042,0.0031720865000000042,0.003515074250000039,0.003545562050000042
732,8,RR,WS,2,2,2,0,0,0.0028044795000000122,0.0028044795000000122,0.0030586084500000056,0.003081197690000005
522,8,RC,RS,2,2,2,0,0,0.0030313975000000326,0.0030313975000000326,0.003369823149999995,0.003399905429999992
521,8,RC,RS,2,2,2,0,0,0.010032050000000015,0.010032050000000015,0.016304109500000014,0.016861625900000014
520,8,RC,RS,2,2,2,0,0,0.00859614049999996,0.00859614049999996,0.013222085149999957,0.013633280229999956
519,8,RC,RS,2,2,2,0,0,0.003827689000000023,0.003827689000000023,0.005485716700000037,0.0056330969400000385
518,8,RC,RS,2,2,2,0,0,0.0031219814999999818,0.0031219814999999818,0.003972814049999995,0.004048443609999996
517,8,RC,RS,2,2,2,0,0,0.00887197449999999,0.00887197449999999,0.013728494649999999,0.014160185330000002
516,8,RC,RS,2,2,2,0,0,0.0032503469999999868,0.0032503469999999868,0.003689231099999968,0.003728243019999966
515,8,RC,RS,2,2,2,0,0,0.0028957034999999576,0.0028957034999999576,0.0033704503499999592,0.0034126500699999595
308,8,S,NR,2,2,2,0,0,0.0031111110000000275,0.0031111110000000275,0.0034559910000000276,0.0034866470000000276
309,8,S,NR,2,2,2,0,0,0.004416622999999981,0.004416622999999981,0.005962394599999979,0.006099796519999979
39,8,RC,LU,2,2,2,0,0,0.009563452500000014,0.009563452500000014,0.01511997915,0.01561389263
734,8,RR,WS,2,2,2,0,0,0.004029228499999982,0.004029228499999982,0.004351082449999999,0.0043796916900000005
148,8,S,LU,2,0,2,2,2,0.1081325015,0.1081325015,0.10945984355,0.10957782951
576,8,RR,RS,2,2,2,0,0,0.008397314499999975,0.008397314499999975,0.013222943949999982,0.013651888789999983
573,8,RR,RS,2,2,2,0,0,0.0030599860000000145,0.0030599860000000145,0.0032358558999999953,0.0032514887799999937
572,8,RR,RS,4,4,4,0,0,0.003489067749999991,0.0032681409999999744,0.004782132500000024,0.004983011300000026
571,8,RR,RS,2,2,2,0,0,0.0033619520000000014,0.0033619520000000014,0.0034977871999999966,0.003509861439999996
570,8,RR,RS,2,2,2,0,0,0.0029195394999999846,0.0029195394999999846,0.003468910750000001,0.0035177437500000025
307,8,S,NR,2,1,2,1,1,0.054069169,0.054069169,0.10037346069999997,0.10448939773999996
306,8,S,NR,2,2,2,0,0,0.007081836499999994,0.007081836499999994,0.011698073750000005,0.012108405950000005
305,8,S,NR,2,2,2,0,0,0.005220850499999985,0.005220850499999985,0.007730318249999968,0.007953382049999966
147,8,S,LU,2,2,2,0,0,0.0030963824999999945,0.0030963824999999945,0.0031661968499999806,0.003172402569999979
730,8,RR,WS,2,2,2,0,0,0.002995016499999975,0.002995016499999975,0.0033729170499999933,0.0034065082099999948
731,8,RR,WS,2,2,2,0,0,0.0033912790000000526,0.0033912790000000526,0.003698755000000056,0.0037260862000000564
149,8,S,LU,2,2,2,0,0,0.0035812834999999765,0.0035812834999999765,0.0038864703499999487,0.003913598069999946
464,8,S,PR,2,2,2,0,0,0.013849000500000014,0.013849000500000014,0.022774452150000003,0.023567825630000004
465,8,S,PR,4,3,4,1,1,0.04209160825000001,0.02694532600000002,0.09643142714999998,0.10586616783
462,8,S,PR,2,2,2,0,0,0.013579432500000016,0.013579432500000016,0.021940643550000034,0.02268386231000004
95,8,RR,LU,2,2,2,0,0,0.003754927500000005,0.003754927500000005,0.004150000949999977,0.004185118589999974
94,8,RR,LU,6,5,6,1,1,0.02163281800000001,0.005219962999999994,0.08090709850000001,0.10052751010000002
93,8,RR,LU,2,2,2,0,0,0.004124639499999999,0.004124639499999999,0.00414199194999997,0.004143534389999968
92,8,RR,LU,2,1,2,1,1,0.0560179505,0.0560179505,0.10346227174999999,0.10767954474999998
249,8,RR,NR,2,2,2,0,0,0.00300892849999998,0.00300892849999998,0.0037362468499999827,0.003800897369999983
679,8,RC,WS,2,2,2,0,0,0.00471076849999999,0.00471076849999999,0.005385659149999986,0.005445649429999986
203,8,RC,NR,2,2,2,0,0,0.006321973499999994,0.006321973499999994,0.009439382250000003,0.009716485250000004
91,8,RR,LU,2,2,2,0,0,0.0042072769999999815,0.0042072769999999815,0.004541090599999961,0.00457076291999996
789,8,S,WS,2,1,2,1,1,0.056170683,0.056170683,0.10353041010000005,0.10774016362000007
629,8,S,RS,2,1,2,1,1,0.05960545400000003,0.05960545400000003,0.11065030670000002,0.11518762694000002
628,8,S,RS,2,2,2,0,0,0.009588364500000057,0.009588364500000057,0.012403840350000066,0.012654104870000068
627,8,S,RS,4,3,4,1,1,0.030342472749999988,0.005428336000000006,0.09237653649999995,0.10440106089999995
626,8,S,RS,2,2,2,0,0,0.0033167759999999658,0.0033167759999999658,0.003676195500000007,0.0037081439000000104
625,8,S,RS,2,2,2,0,0,0.003461082000000004,0.003461082000000004,0.003960411900000044,0.004004796780000047
624,8,S,RS,2,1,2,1,1,0.05614282299999998,0.05614282299999998,0.10417712259999999,0.10844683812
416,8,RR,PR,2,2,2,0,0,0.019806657999999977,0.019806657999999977,0.03238533969999994,0.03350344473999994
415,8,RR,PR,2,2,2,0,0,0.014401449499999996,0.014401449499999996,0.02418470915000004,0.025054332230000042
414,8,RR,PR,2,2,2,0,0,0.018006038500000043,0.018006038500000043,0.025400688250000025,0.026057990450000023
413,8,RR,PR,2,2,2,0,0,0.014798235500000007,0.014798235500000007,0.025210113650000004,0.026135613930000006
412,8,RR,PR,2,2,2,0,0,0.018370168500000006,0.018370168500000006,0.031128983850000017,0.03226310077000002
411,8,RR,PR,2,1,2,1,1,0.07364644700000006,0.07364644700000006,0.11422154840000003,0.11782822408000003
410,8,RR,PR,2,2,2,0,0,0.01971525700000004,0.01971525700000004,0.024530435200000016,0.024958451040000013
409,8,RR,PR,2,2,2,0,0,0.014709264,0.014709264,0.024407841299999938,0.02526993705999993
623,8,S,RS,2,2,2,0,0,0.0027680834999999904,0.0027680834999999904,0.0033851518499999705,0.0034400023699999688
356,8,RC,PR,2,2,2,0,0,0.029293688999999984,0.029293688999999984,0.04997862929999998,0.05181729065999999
