,process_num,iso_level,anomaly,txn_proceeded,txn_succeeded,txn_correct,txn_retries,retry_time,avg_latency,50_percentile_latency,95_percentile_latency,99_percentile_latency
378,10,RR,PR,2,2,2,0,0,0.016029695499999996,0.016029695499999996,0.026475883449999998,0.027404433489999998
379,10,RR,PR,2,2,2,0,0,0.017605091500000003,0.017605091500000003,0.026206355949999992,0.026970912789999992
323,10,RC,PR,2,2,2,0,0,0.015857191999999964,0.015857191999999964,0.02318220289999994,0.02383331497999994
483,10,RC,RS,2,2,2,0,0,0.003091289499999983,0.003091289499999983,0.0032748791499999596,0.0032911982299999574
484,10,RC,RS,2,2,2,0,0,0.002274013000000019,0.002274013000000019,0.0025299244000000108,0.0025526720800000103
485,10,RC,RS,2,2,2,0,0,0.004565486499999993,0.004565486499999993,0.006797686750000009,0.00699610455000001
591,10,S,RS,2,2,2,0,0,0.003381723999999975,0.003381723999999975,0.0035791335999999343,0.0035966811199999306
592,10,S,RS,2,2,2,0,0,0.005482125500000046,0.005482125500000046,0.00644949545000002,0.006535483890000018
593,10,S,RS,4,4,4,0,0,0.0037591755000000032,0.0031496940000000084,0.006063420149999984,0.006393391229999986
594,10,S,RS,2,2,2,0,0,0.0030470250000000088,0.0030470250000000088,0.0031030283999999827,0.0031080064799999803
595,10,S,RS,2,2,2,0,0,0.006441045000000006,0.006441045000000006,0.009862017900000016,0.010166104380000018
111,10,S,LU,6,3,6,3,3,0.06303506599999996,0.07075589099999996,0.11223204299999995,0.11233816059999993
110,10,S,LU,2,2,2,0,0,0.00430633250000001,0.00430633250000001,0.004624368649999988,0.004652638529999986
109,10,S,LU,2,1,2,1,1,0.05524854699999998,0.05524854699999998,0.10143090940000002,0.10553600828000004
108,10,S,LU,2,0,2,2,2,0.112361074,0.112361074,0.11245901380000001,0.11246771956000001
107,10,S,LU,2,1,2,1,1,0.06077329150000005,0.06077329150000005,0.11203553965000004,0.11659218393000004
640,10,RC,WS,2,2,2,0,0,0.004162831499999992,0.004162831499999992,0.006477879449999965,0.006683661489999963
590,10,S,RS,2,2,2,0,0,0.005514068499999997,0.005514068499999997,0.008275533549999983,0.008520997109999982
641,10,RC,WS,2,2,2,0,0,0.0049985824999999595,0.0049985824999999595,0.006755597149999992,0.006911776229999995
643,10,RC,WS,4,4,4,0,0,0.004645002249999988,0.003848300499999985,0.008108409099999984,0.008559235419999986
644,10,RC,WS,2,2,2,0,0,0.006204471500000003,0.006204471500000003,0.010074694249999997,0.010418714049999996
645,10,RC,WS,2,2,2,0,0,0.0025078414999999965,0.0025078414999999965,0.0029986794499999967,0.0030423094899999967
646,10,RC,WS,2,2,2,0,0,0.010683941500000016,0.010683941500000016,0.017520254650000015,0.018127926930000017
647,10,RC,WS,2,2,2,0,0,0.002793694499999999,0.002793694499999999,0.0036126544500000024,0.003685450890000003
648,10,RC,WS,2,2,2,0,0,0.003453973000000027,0.003453973000000027,0.003747612400000019,0.0037737136800000187
63,10,RR,LU,2,1,2,1,1,0.05849824250000002,0.05849824250000002,0.10453415734999999,0.10862623867
62,10,RR,LU,2,1,2,1,1,0.058016762,0.058016762,0.10266663499999998,0.10663551259999998
61,10,RR,LU,2,1,2,1,1,0.059764490500000045,0.059764490500000045,0.10787786275000007,0.11215460695000007
60,10,RR,LU,2,2,2,0,0,0.003822755499999997,0.003822755499999997,0.004042020249999956,0.004061510449999952
59,10,RR,LU,2,1,2,1,1,0.05695162599999998,0.05695162599999998,0.10442506809999999,0.10864492962
642,10,RC,WS,2,2,2,0,0,0.002231796000000008,0.002231796000000008,0.002593176599999991,0.00262529931999999
57,10,RR,LU,2,0,2,2,2,0.12568685350000003,0.12568685350000003,0.14017679545000009,0.1414647902900001
589,10,S,RS,2,1,2,1,1,0.05618042850000002,0.05618042850000002,0.10352204625000003,0.10773019005000004
587,10,S,RS,2,2,2,0,0,0.002497482999999995,0.002497482999999995,0.0029462311000000045,0.0029861198200000056
486,10,RC,RS,2,2,2,0,0,0.0032639060000000386,0.0032639060000000386,0.0036056603000000353,0.003636038460000035
487,10,RC,RS,2,2,2,0,0,0.002689914999999987,0.002689914999999987,0.00322094109999998,0.003268143419999979
168,10,RC,NR,2,2,2,0,0,0.0062513805000000144,0.0062513805000000144,0.008447975849999961,0.008643228769999957
167,10,RC,NR,2,2,2,0,0,0.006099947500000036,0.006099947500000036,0.008810426650000031,0.00905135813000003
166,10,RC,NR,2,2,2,0,0,0.004134342999999985,0.004134342999999985,0.0042347344000000006,0.004243658080000002
165,10,RC,NR,2,2,2,0,0,0.008390835499999971,0.008390835499999971,0.011993508049999978,0.01231374560999998
164,10,RC,NR,2,2,2,0,0,0.002607770499999995,0.002607770499999995,0.002979374650000005,0.003012406130000006
163,10,RC,NR,2,2,2,0,0,0.008251689499999992,0.008251689499999992,0.01127114495,0.011539540990000001
162,10,RC,NR,2,2,2,0,0,0.005783191500000062,0.005783191500000062,0.008815450350000075,0.009084984470000076
161,10,RC,NR,2,2,2,0,0,0.005539691000000069,0.005539691000000069,0.006187466000000086,0.006245046000000087
160,10,RC,NR,2,2,2,0,0,0.003681069499999967,0.003681069499999967,0.00422279704999991,0.004270950609999905
588,10,S,RS,2,1,2,1,1,0.05433988350000002,0.05433988350000002,0.10052546475,0.10463084975
533,10,RR,RS,2,2,2,0,0,0.0026588680000000364,0.0026588680000000364,0.002699983600000078,0.0027036383200000815
535,10,RR,RS,2,2,2,0,0,0.004673857499999989,0.004673857499999989,0.006534282149999998,0.006699653229999999
536,10,RR,RS,2,2,2,0,0,0.017670907000000013,0.017670907000000013,0.03163829859999996,0.03287984451999996
537,10,RR,RS,2,2,2,0,0,0.004626167000000014,0.004626167000000014,0.005011000700000018,0.005045208140000018
538,10,RR,RS,2,2,2,0,0,0.0026083530000000077,0.0026083530000000077,0.0029512016999999778,0.0029816771399999754
275,10,S,NR,2,2,2,0,0,0.0025432204999999986,0.0025432204999999986,0.0026981523500000716,0.002711924070000078
540,10,RR,RS,2,2,2,0,0,0.0027215600000000117,0.0027215600000000117,0.002917364900000041,0.002934769780000044
541,10,RR,RS,2,1,2,1,1,0.05497059849999997,0.05497059849999997,0.10266155754999995,0.10690075390999995
542,10,RR,RS,2,2,2,0,0,0.01758122349999991,0.01758122349999991,0.030709055949999908,0.03187597438999991
114,10,S,LU,2,2,2,0,0,0.003914130499999946,0.003914130499999946,0.004309354249999914,0.004344485249999911
113,10,S,LU,2,1,2,1,1,0.06127252049999998,0.06127252049999998,0.11300085164999996,0.11759892552999995
112,10,S,LU,2,0,2,2,2,0.12491682050000003,0.12491682050000003,0.13714607135000004,0.13823311587000003
534,10,RR,RS,2,1,2,1,1,0.05479164949999993,0.05479164949999993,0.10203749914999993,0.10623713022999995
539,10,RR,RS,2,2,2,0,0,0.002394755999999998,0.002394755999999998,0.0027780155999999555,0.0028120831199999518
